|Unnamed: 0|Star|RAh|RAm|RAs|DEd|DEm|DEs|V|B-V|U-B|V-R|R-I|V-I|n|m|e_V|e_B-V|e_U-B|e_V-R|e_R-I|e_V-I|RA_deg|DEC_deg|RA_hhmmss|DEC_ddmmss|R|dxy_deg
560|733|GD 98|||||||14.823|-0.126|-0.931|-0.112|-0.116|-0.233|26|12|0.0005|0.0009|0.0020|0.0031|0.0053|0.0052|134.37684583333333|40.27017222222222|08 57 30.443|+40 16 12.62|14.935|116.36906292935902
561|226|PG0918+029B|9.0|21.0|32.924|2.0|47.0|59.08|13.963|0.765|0.366|0.417|0.37|0.787|20|11|0.0034|0.0072|0.0159|0.0025|0.0045|0.0056|140.3871833333333|2.7997444444444444|9 21 32.924|2 47 59.08|13.546|116.39857076893765
562|227|PG0918+029A|9.0|21.0|35.107|2.0|46.0|19.43|14.49|0.536|-0.032|0.325|0.336|0.6609999999999999|29|14|0.0033|0.0058|0.0095|0.0039|0.0076|0.0085|140.39627916666663|2.772063888888889|9 21 35.107|2 46 19.43|14.165|116.39875204499408
563|732|GD 98A|||||||13.461|0.92|0.619|0.508|+0.472|+0.979|24|12|0.0010|0.0005|0.0023|0.0004|0.0011|0.0014|134.32424166666664|40.29831111111111|08 57 17.818|+40 17 53.92|12.953|116.4217812414964
564|225|PG0918+029|9.0|21.0|28.217|2.0|46.0|2.27|13.327|-0.271|-1.081|-0.129|-0.159|-0.28800000000000003|45|27|0.0024|0.0024|0.003|0.0019|0.0055|0.0063|140.36757083333333|2.7672972222222216|9 21 28.217|2 46 2.27|13.456|116.42748506208392
565|224|PG0918+029D|9.0|21.0|21.936|2.0|47.0|28.28|12.272|1.044|0.821|0.575|0.535|1.1079999999999999|19|11|0.0021|0.003|0.0071|0.0016|0.0018|0.0018|140.3414|2.7911888888888887|9 21 21.936|2 47 28.28|11.697|116.44469861321917
566|731|GD 98B|||||||14.001|0.63|0.115|0.359|+0.346|+0.708|16|8|0.0006|0.0006|0.0006|0.0015|0.0019|0.0015|134.2907833333333|40.30975833333333|08 57 09.788|+40 18 35.13|13.642000000000001|116.45528781584937
567|730|PG0846+558|||||||16.435|-0.207|-1.043|-0.073|+0.051|-0.026|1|1| ... | ... | ... | ... | ... | ... |132.46284999999997|55.58748333333334|08 49 51.084|+55 35 14.94|16.508|119.32974157252141
568|729|PG0846+558A|||||||14.691|0.8420000000000001|0.396|0.467|+0.455|+0.923|1|1| ... | ... | ... | ... | ... | ... |132.42614999999998|55.5792138888889|08 49 42.276|+55 34 45.17|14.223999999999998|119.3650267515523
569|728|PG0846+558B|||||||14.799|0.745|0.142|0.424|+0.416|+0.842|1|1| ... | ... | ... | ... | ... | ... |132.42091666666664|55.60236666666667|08 49 41.020|+55 36 08.52|14.375000000000002|119.37327493265892
570|727|KUV 345-30|||||||14.324000000000002|-0.279|-1.127|-0.121|-0.141|-0.263|4|2|0.0025|0.0020|0.0055|0.0025|0.0095|0.0090|130.80295416666664|39.747147222222225|08 43 12.709|+39 44 49.73|14.445000000000002|119.94206244746867
571|726|KUV 345-30A|||||||14.619000000000002|0.627|0.07200000000000001|0.365|+0.366|+0.730|5|2|0.0018|0.0031|0.0098|0.0022|0.0022|0.0009|130.79087499999997|39.77085833333333|08 43 09.810|+39 46 15.09|14.254|119.95413147702841
572|229|BD -12 2918|9.0|31.0|19.37|-13.0|29.0|19.3|10.067|1.501|1.166|1.067|1.318|2.385|13|9|0.0025|0.0028|0.0075|0.0039|0.0022|0.0042|142.83070833333338|-13.488694444444445|9 31 19.37|-13 29 19.3|9.0|120.35894144542648
573|725|PG0837+401A|||||||14.752|0.922|0.747|0.536|+0.472|+1.016|11|5|0.0025|0.0010|0.0035|0.0010|0.0071|0.0069|130.26872916666665|39.95156944444445|08 41 04.495|+39 57 05.65|14.216|120.4763536850354
574|724|PG0837+401|||||||15.505999999999998|-0.245|-0.986|-0.136|-0.262|-0.396|11|5|0.0049|0.0015|0.0030|0.0074|0.0120|0.0116|130.2554458333333|39.93836944444444|08 41 01.307|+39 56 18.13|15.641999999999998|120.48962225335907
575|723|PG0837+401C|||||||12.181|0.556|0.021|0.338|+0.346|+0.685|7|4|0.0015|0.0019|0.0016|0.0018|0.0018|0.0032|130.25065416666666|39.93180277777777|08 41 00.157|+39 55 54.49|11.843|120.49440711555266
576|722|PG0837+401B|||||||13.702|0.71|0.163|0.424|+0.402|+0.820|7|4|0.0127|0.0066|0.0028|0.0040|0.0021|0.0021|130.2433333333333|39.94106111111111|08 40 58.400|+39 56 27.82|13.277999999999999|120.50173763778146
577|721|GD 91A|||||||12.437|1.018|0.767|0.532|+0.504|+1.037|5|3|0.0013|0.0022|0.0076|0.0009|0.0027|0.0022|127.56817083333333|45.33063333333334|08 30 16.361|+45 19 50.28|11.905|123.30046864880086
578|720|GD 91B|||||||13.626|0.969|0.838|0.5429999999999999|+0.454|+0.993|5|3|0.0040|0.0022|0.0157|0.0022|0.0045|0.0022|127.54289166666666|45.31948333333334|08 30 10.294|+45 19 10.14|13.083|123.32522387424137
579|719|GD 91|||||||15.069|0.182|-0.52|0.037000000000000005|+0.060|+0.094|5|3|0.0045|0.0080|0.0031|0.0094|0.0157|0.0103|127.53937916666663|45.34177500000001|08 30 09.451|+45 20 30.39|15.032|123.32973066720996
580|223|100 394|8.0|53.0|54.515|0.0|32.0|22.08|11.384|1.317|1.457|0.705|0.636|1.341|9|5|0.008|0.004|0.0087|0.0023|0.0027|0.003|133.4771458333333|0.5394666666666666|8 53 54.515|0 32 22.08|10.679|123.66869541714736
581|222|100 280|8.0|53.0|35.477|0.0|36.0|41.16|11.799|0.493|-0.001|0.295|0.29100000000000004|0.588|72|61|0.0007|0.0007|0.001|0.0006|0.0006|0.0009|133.3978208333333|0.6114333333333333|8 53 35.477|0 36 41.16|11.504|123.72109708595991
582|221|100 269|8.0|53.0|18.464|0.0|41.0|9.81|12.35|0.547|-0.04|0.335|0.331|0.6659999999999999|3|3|0.0035|0.0029|0.015|0.0035|0.0029|0.0017|133.3269333333333|0.6860583333333333|8 53 18.464000000000002|0 41 9.81|12.015|123.76472408111617
583|220|100 267|8.0|53.0|17.212|0.0|41.0|29.35|13.027|0.485|-0.062|0.307|0.302|0.608|3|3|0.0069|0.0023|0.0133|0.0075|0.004|0.004|133.32171666666665|0.6914861111111111|8 53 17.212|0 41 29.35|12.72|123.76795760713006
584|219|100 162|8.0|53.0|14.418|0.0|43.0|30.35|9.15|1.276|1.495|0.649|0.552|1.202|86|67|0.0009|0.0008|0.0012|0.0004|0.0006|0.0006|133.31007499999996|0.7250972222222223|8 53 14.418|0 43 30.35|8.501000000000001|123.76838428619807
585|218|100 241|8.0|52.0|34.049|0.0|39.0|48.96|10.14|0.157|0.106|0.078|0.085|0.162|67|57|0.0006|0.0005|0.0009|0.0004|0.0004|0.0004|133.14187083333331|0.6636|8 52 34.049|0 39 48.96|10.062|123.94740163000125
586|217|99 447|7.0|56.0|6.686|0.0|20.0|42.37|9.419|-0.068|-0.22|-0.031|-0.040999999999999995|-0.073|108|97|0.0006|0.0005|0.0008|0.0004|0.0004|0.0006|119.02785833333333|0.34510277777777776|7 56 6.686|0 20 42.37|9.45|137.50238342158784
587|216|99 438|7.0|55.0|54.27|0.0|16.0|49.08|9.397|-0.156|-0.7290000000000001|-0.06|-0.081|-0.142|148|130|0.001|0.0005|0.001|0.0004|0.0005|0.0006|118.976125|0.2803|7 55 54.27|0 16 49.08|9.457|137.57054758151259
588|215|99 408|7.0|55.0|13.012|0.0|25.0|32.85|9.807|0.402|0.038|0.253|0.247|0.5|57|46|0.0007|0.0006|0.0008|0.0006|0.0002|0.0007|118.80421666666666|0.4257916666666667|7 55 13.012|0 25 32.85|9.554|137.69352945164093
589|214|99 367|7.0|54.0|11.855|0.0|25.0|35.18|11.152|1.005|0.8320000000000001|0.531|0.47700000000000004|1.0070000000000001|54|44|0.0007|0.0009|0.0017|0.0004|0.0005|0.0007|118.54939583333334|0.4264388888888889|7 54 11.855|0 25 35.18|10.620999999999999|137.93753849701667
590|213|99 6|7.0|53.0|33.338|0.0|49.0|37.45|11.055|1.252|1.289|0.65|0.5770000000000001|1.227|49|38|0.0005|0.001|0.0021|0.0005|0.0004|0.0007|118.38890833333332|0.8270694444444444|7 53 33.338|0 49 37.45|10.405|137.97762693000314
591|212|Ru 152D|7.0|30.0|6.0760000000000005|-2.0|4.0|37.51|11.076|0.875|0.491|0.473|0.449|0.9209999999999999|14|10|0.0013|0.0016|0.0024|0.0011|0.0019|0.0019|112.52531666666664|-2.0770861111111114|7 30 6.0760000000000005|-2 4 37.51|10.602999999999998|144.42725544137136
592|211|Ru 152C|7.0|30.0|2.57|-2.0|5.0|39.3|12.222|0.573|-0.013|0.342|0.34|0.6829999999999999|13|9|0.0025|0.0031|0.0033|0.0022|0.0019|0.0031|112.51070833333333|-2.09425|7 30 2.57|-2 5 39.3|11.88|144.44621435282963
593|210|Ru 152A|7.0|30.0|0.483|-2.0|6.0|22.67|14.341|0.5429999999999999|-0.085|0.325|0.32899999999999996|0.654|14|8|0.0061|0.0086|0.0168|0.0051|0.0094|0.0131|112.50201249999998|-2.1062972222222225|7 30 0.483|-2 6 22.67|14.015999999999998|144.45803145777592
594|209|Ru 152B|7.0|29.0|59.24100000000001|-2.0|5.0|57.46|15.019|0.5|0.022|0.29|0.309|0.6|23|10|0.0046|0.0088|0.0181|0.0054|0.0175|0.0211|112.4968375|-2.0992944444444452|7 29 59.24100000000001|-2 5 57.46|14.729|144.46095208905433
595|208|Ru 152|7.0|29.0|58.476000000000006|-2.0|6.0|37.59|13.017|-0.187|-1.081|-0.059|-0.08800000000000001|-0.147|48|33|0.0011|0.0017|0.0023|0.0012|0.0025|0.0027|112.49365|-2.1104416666666665|7 29 58.476000000000006|-2 6 37.59|13.075999999999999|144.46723675478225
596|206|Ru 152F|7.0|29.0|53.755|-2.0|4.0|51.8|14.564|0.635|0.069|0.382|0.315|0.6890000000000001|15|8|0.0052|0.0057|0.0096|0.0067|0.0176|0.0222|112.47397916666664|-2.081055555555556|7 29 53.755|-2 4 51.8|14.182|144.47753808373307
597|207|Ru 152E|7.0|29.0|54.256|-2.0|5.0|30.83|12.362|0.042|-0.086|0.03|0.034|0.065|12|8|0.0014|0.002|0.002|0.0014|0.0023|0.0029|112.47606666666664|-2.0918972222222223|7 29 54.256|-2 5 30.83|12.332|144.47868422320434
598|204|Ru 149B|7.0|24.0|17.572|0.0|33.0|6.18|12.642|0.662|0.151|0.374|0.354|0.728|15|10|0.0021|0.0034|0.0049|0.0018|0.0026|0.0028|111.07321666666664|0.5517166666666667|7 24 17.572|0 33 6.18|12.267999999999999|145.08425717502382
599|203|Ru 149C|7.0|24.0|17.312|0.0|32.0|25.78|14.425|0.195|0.141|0.093|0.127|0.222|18|11|0.0052|0.0042|0.0111|0.0061|0.0099|0.0106|111.07213333333333|0.5404944444444444|7 24 17.312|0 32 25.78|14.332|145.08833711202075
600|205|Ru 149E|7.0|24.0|18.409|0.0|31.0|18.58|13.718|0.522|-0.006999999999999999|0.321|0.314|0.637|12|8|0.0064|0.0049|0.0069|0.0035|0.0066|0.0087|111.07670416666666|0.5218277777777778|7 24 18.409000000000002|0 31 18.58|13.397|145.08899050027884
601|202|Ru 149D|7.0|24.0|15.378|0.0|32.0|47.84|11.48|-0.037000000000000005|-0.287|0.021|0.008|0.028999999999999998|18|11|0.0019|0.0021|0.0028|0.0012|0.0019|0.0024|111.064075|0.5466222222222222|7 24 15.378|0 32 47.84|11.459000000000001|145.0944363386857
602|201|Ru 149|7.0|24.0|14.372|0.0|33.0|4.17|13.866|-0.129|-0.779|-0.04|-0.068|-0.10800000000000001|46|30|0.0022|0.0027|0.0031|0.0022|0.0062|0.0069|111.05988333333332|0.5511583333333334|7 24 14.372|0 33 4.17|13.906|145.0972442113682
603|199|Ru 149A|7.0|24.0|13.216|0.0|32.0|53.11|14.495|0.298|0.118|0.196|0.196|0.391|18|12|0.0066|0.0052|0.0111|0.0099|0.0085|0.0139|111.05506666666666|0.548086111111111|7 24 13.216|0 32 53.11|14.299000000000001|145.1027124803019
604|200|Ru 149F|7.0|24.0|14.077|0.0|31.0|38.69|13.470999999999998|1.115|1.025|0.594|0.5379999999999999|1.1320000000000001|19|11|0.0028|0.0078|0.0223|0.0021|0.0023|0.0034|111.05865416666666|0.527413888888889|7 24 14.077|0 31 38.69|12.877|145.1048538388105
605|198|Ru 149G|7.0|24.0|11.928|0.0|31.0|58.11|12.829|0.541|0.033|0.322|0.322|0.645|18|12|0.0026|0.004|0.0042|0.0021|0.0026|0.004|111.0497|0.5328083333333333|7 24 11.927999999999999|0 31 58.11|12.507|145.1120134518478
606|718|SA 26-96|||||||10.75|0.5479999999999999|0.01|0.332|+0.331|+0.664|2|1|0.0014|0.0014|0.0085|0.0021|0.0014|0.0035|101.32160416666666|44.46199444444446|06 45 17.185|+44 27 43.18|10.418|149.49578485800845
607|717|SA 26-95|||||||11.988|0.546|0.016|0.326|+0.321|+0.644|24|12|0.0024|0.0017|0.0050|0.0011|0.0012|0.0015|101.31732916666664|44.534630555555545|06 45 16.159|+44 32 04.67|11.662|149.50233549962994
608|716|SA 26-93|||||||11.071|1.7|1.7719999999999998|1.378|+1.629|+3.001|20|11|0.0040|0.0008|0.0030|0.0025|0.0006|0.0007|101.3050625|44.51571111111111|06 45 13.215|+44 30 56.56|9.693|149.51399942098507
609|715|SA 26-280|||||||11.089|1.082|0.8440000000000001|0.579|+0.537|+1.125|15|8|0.0011|0.0010|0.0011|0.0006|0.0012|0.0006|101.16576666666666|44.807122222222226|06 44 39.784|+44 48 25.64|10.51|149.66267236351803
610|714|SA 26-279|||||||14.634|0.6609999999999999|0.08|0.401|+0.362|+0.764|1|1| ... | ... | ... | ... | ... | ... |101.1593|44.779152777777774|06 44 38.232|+44 46 44.95|14.232999999999999|149.66820424945175
611|712|SA 26-172|||||||9.58|0.264|0.123|0.14400000000000002|+0.147|+0.289|12|6|0.0010|0.0006|0.0013|0.0009|0.0014|0.0006|101.13215833333332|44.5683|06 44 31.718|+44 34 05.88|9.436|149.68848040862133
612|713|SA 26-278|||||||15.36|0.765|0.16699999999999998|0.517|+0.437|+0.950|1|1| ... | ... | ... | ... | ... | ... |101.13684999999998|44.78841111111111|06 44 32.844|+44 47 18.28|14.843|149.69094948562167
613|711|SA 26-273|||||||15.338|0.722|0.204|0.442|+0.356|+0.776|3|2|0.0083|0.0095|0.0085|0.0077|0.0099|0.0099|101.10760416666665|44.806000000000004|06 44 25.825|+44 48 21.60|14.896|149.72076500039427
614|710|SA 26-272|||||||14.399|0.919|0.5820000000000001|0.51|+0.465|+1.000|3|2|0.0054|0.0058|0.0091|0.0014|0.0085|0.0085|101.10340833333332|44.771605555555546|06 44 24.818|+44 46 17.78|13.889|149.72381483869538
615|709|SA 26-269|||||||14.855|0.535|0.062|0.303|+0.371|+0.672|3|2|0.0044|0.0007|0.0027|0.0014|0.0094|0.0093|101.09039166666665|44.79548333333333|06 44 21.694|+44 47 43.74|14.552|149.73761741738292
616|708|SA 26-268|||||||15.366|1.029|0.8190000000000001|0.615|+0.533|+1.138|10|5|0.0073|0.0032|0.0241|0.0070|0.0100|0.0168|101.08114166666664|44.79308333333333|06 44 19.474|+44 47 35.10|14.751|149.74678241092374
617|707|SA 26-265|||||||14.459|0.602|-0.066|0.384|+0.401|+0.792|25|12|0.0027|0.0027|0.0026|0.0011|0.0030|0.0027|101.06220416666666|44.79486944444446|06 44 14.929|+44 47 41.53|14.075|149.7657688611344
618|706|SA 26-264|||||||15.092|0.631|0.097|0.376|+0.347|+0.715|12|6|0.0018|0.0028|0.0062|0.0027|0.0054|0.0078|101.05891249999998|44.77836944444446|06 44 14.139|+44 46 42.13|14.716|149.76851046153212
619|705|SA 26-262|||||||13.1|0.741|0.253|0.43|+0.412|+0.842|6|3|0.0045|0.0015|0.0032|0.0010|0.0011|0.0021|101.02395833333333|44.78962222222222|06 44 05.750|+44 47 22.64|12.67|149.8038190062194
620|704|SA 26-60|||||||9.542|0.125|0.175|0.08800000000000001|+0.069|+0.157|8|4|0.0030|0.0009|0.0009|0.0009|0.0019|0.0010|100.92387916666664|44.512611111111106|06 43 41.731|+44 30 45.40|9.454|149.89489713307134
621|703|SA 26-58|||||||8.507|0.535|0.047|0.315|+0.297|+0.612|4|2|0.0035|0.0005|0.0020|0.0015|0.0015|0.0005|100.90929583333332|44.419763888888895|06 43 38.231|+44 25 11.15|8.192|149.90658959942144
622|702|SA 26-150|||||||9.506|1.01|0.747|0.539|+0.494|+1.040|10|5|0.0006|0.0005|0.0014|0.0004|0.0011|0.0013|100.90434166666664|44.722425|06 43 37.042|+44 43 20.73|8.967|149.9211528774359
623|701|SA 26-139|||||||11.335|0.838|0.542|0.468|+0.404|+0.875|13|7|0.0019|0.0008|0.0022|0.0006|0.0003|0.0004|100.78864583333332|44.66771944444446|06 43 09.275|+44 40 03.79|10.867|150.03500556371446
624|700|SA 26-234|||||||9.371|0.583|0.15|0.339|+0.317|+0.655|12|6|0.0011|0.0005|0.0008|0.0004|0.0004|0.0004|100.78055833333332|44.842430555555566|06 43 07.334|+44 50 32.75|9.032|150.0488464666555
625|699|SA 26-135|||||||9.117|1.11|0.918|0.583|+0.530|+1.113|7|4|0.0019|0.0006|0.0011|0.0005|0.0012|0.0013|100.74464583333332|44.647925|06 42 58.715|+44 38 52.53|8.533999999999999|150.07834314374642
626|698|SA 26-231|||||||10.732|1.117|0.92|0.599|+0.549|+1.144|14|7|0.0011|0.0005|0.0008|0.0006|0.0004|0.0003|100.71383333333333|44.855127777777774|06 42 51.320|+44 51 18.46|10.133|150.11596012044689
627|697|SA 26-27|||||||10.86|0.611|0.113|0.375|+0.355|+0.732|10|5|0.0009|0.0008|0.0017|0.0006|0.0010|0.0016|100.66420416666664|44.52981666666667|06 42 39.409|+44 31 47.34|10.485|150.15498435047172
628|696|SA 26-219|||||||10.632|0.509|0.004|0.32299999999999995|+0.326|+0.651|15|7|0.0011|0.0005|0.0006|0.0004|0.0004|0.0007|100.5962375|44.798444444444435|06 42 23.097|+44 47 54.40|10.309000000000001|150.2315968329427
629|197|98 733|6.0|52.0|40.073|0.0|17.0|14.67|12.238|1.285|1.087|0.698|0.65|1.347|20|10|0.0034|0.0042|0.006|0.0029|0.0022|0.004|103.16697083333332|0.2874083333333333|6 52 40.073|0 17 14.67|11.54|152.7787023830223
630|194|98 724|6.0|52.0|37.225|0.0|19.0|20.39|11.118|1.104|0.904|0.575|0.527|1.103|12|7|0.0035|0.0035|0.0052|0.0023|0.0023|0.0038|103.15510416666666|0.3223305555555556|6 52 37.225|0 19 20.39|10.543|152.7811353797293
631|195|98 1122|6.0|52.0|37.558|0.0|17.0|3.7|14.09|0.595|-0.297|0.376|0.442|0.816|25|12|0.0034|0.006|0.0074|0.0038|0.0028|0.0046|103.15649166666668|0.2843611111111111|6 52 37.558|0 17 3.7|13.714|152.7896131299463
632|196|98 1124|6.0|52.0|38.05|0.0|16.0|33.43|13.707|0.315|0.258|0.173|0.201|0.373|24|12|0.0035|0.0043|0.008|0.0029|0.0051|0.0057|103.15854166666666|0.27595277777777777|6 52 38.05|0 16 33.43|13.534|152.7898083531174
633|193|98 1119|6.0|52.0|36.71|0.0|14.0|31.61|11.878|0.551|0.069|0.312|0.299|0.611|7|4|0.0023|0.0038|0.0042|0.0019|0.0042|0.0045|103.15295833333332|0.2421138888888889|6 52 36.71|0 14 31.61|11.565999999999999|152.80396054053386
634|192|98 1112|6.0|52.0|34.895|0.0|15.0|25.84|13.975|0.8140000000000001|0.28600000000000003|0.443|0.431|0.8740000000000001|5|2|0.0067|0.004|0.0152|0.0054|0.0031|0.0076|103.14539583333332|0.2571777777777778|6 52 34.895|0 15 25.84|13.532|152.8073652340314
635|188|98 688|6.0|52.0|18.874|0.0|23.0|32.82|12.754|0.293|0.245|0.158|0.18|0.337|21|11|0.0033|0.0024|0.0081|0.0037|0.005|0.0074|103.07864166666668|0.39245|6 52 18.874000000000002|0 23 32.82|12.596000000000002|152.8369017290881
636|191|98 1102|6.0|52.0|27.949|0.0|13.0|43.08|12.113|0.314|0.08900000000000001|0.193|0.195|0.38799999999999996|15|8|0.0034|0.0026|0.0059|0.0026|0.0036|0.0052|103.11645416666666|0.2286333333333333|6 52 27.949|0 13 43.08|11.92|152.84271039794803
637|187|98 685|6.0|52.0|18.468|0.0|20.0|19.51|11.954|0.463|0.096|0.29|0.28|0.57|22|14|0.003|0.0021|0.0028|0.0023|0.0021|0.0034|103.07695|0.3387527777777777|6 52 18.468|0 20 19.51|11.664|152.85239375498216
638|190|98 1087|6.0|52.0|21.099|0.0|15.0|50.42|14.439|1.595|1.284|0.928|0.882|1.8119999999999998|12|5|0.004|0.0141|0.0592|0.0035|0.0049|0.0072|103.0879125|0.26400555555555555|6 52 21.099|0 15 50.42|13.511|152.86112368963126
639|186|98 682|6.0|52.0|16.504|0.0|19.0|40.97|13.749|0.632|0.098|0.366|0.35200000000000004|0.7170000000000001|13|7|0.0039|0.0039|0.0064|0.0017|0.0025|0.0039|103.06876666666666|0.3280472222222222|6 52 16.504|0 19 40.97|13.383|152.86306428030005
640|185|98 L5|6.0|52.0|15.73|0.0|19.0|44.4|17.8|1.9|-0.1|3.1|2.6|5.8|6|3|0.1633|0.3266|0.4491|0.1225|0.0408|0.1225|103.06554166666666|0.329|6 52 15.73|0 19 44.4|14.7|152.8659337739863
641|189|98 1082|6.0|52.0|20.184|0.0|14.0|13.63|15.01|0.835|-0.001|0.485|0.619|1.102|3|1|0.0058|0.0139|0.0225|0.0029|0.0133|0.0162|103.0841|0.23711944444444444|6 52 20.184|0 14 13.63|14.525|152.87176406807455
642|180|98 666|6.0|52.0|9.945|0.0|23.0|32.01|12.732|0.16399999999999998|-0.004|0.091|0.10800000000000001|0.2|25|14|0.0034|0.0028|0.0042|0.0042|0.003|0.0048|103.0414375|0.3922250000000001|6 52 9.945|0 23 32.01|12.641000000000002|152.87290557840217
643|184|98 676|6.0|52.0|13.728|0.0|19.0|20.15|13.068|1.146|0.6659999999999999|0.6829999999999999|0.6729999999999999|1.3519999999999999|17|8|0.0032|0.0041|0.0107|0.0015|0.0218|0.0032|103.0572|0.32226388888888885|6 52 13.728|0 19 20.15|12.385|152.8757322459293
644|183|98 675|6.0|52.0|13.341|0.0|19.0|40.36|13.398|1.909|1.936|1.082|1.002|2.085|44|21|0.0026|0.0035|0.0283|0.0018|0.0018|0.0024|103.0555875|0.32787777777777777|6 52 13.341|0 19 40.36|12.316|152.8758400609957
645|176|98 193|6.0|52.0|3.381|0.0|27.0|18.41|10.026|1.176|1.152|0.614|0.536|1.151|99|84|0.0005|0.0005|0.0016|0.0005|0.0004|0.0006|103.0140875|0.4551138888888889|6 52 3.3810000000000002|0 27 18.41|9.412|152.88312998105428
646|181|98 670|6.0|52.0|11.514|0.0|19.0|16.37|11.93|1.357|1.325|0.727|0.654|1.381|80|66|0.0005|0.0009|0.0036|0.0004|0.0005|0.0007|103.047975|0.32121388888888885|6 52 11.514000000000001|0 19 16.37|11.203|152.88491541244792
647|182|98 671|6.0|52.0|11.83|0.0|18.0|25.3|13.385|0.968|0.7190000000000001|0.575|0.494|1.071|27|15|0.0037|0.0048|0.0108|0.0033|0.0035|0.0046|103.04929166666666|0.3070277777777778|6 52 11.83|0 18 25.3|12.81|152.8873082392635
648|174|98 185|6.0|52.0|1.886|0.0|27.0|21.57|10.537|0.202|0.114|0.11|0.122|0.231|79|68|0.001|0.0005|0.0012|0.0004|0.0006|0.0007|103.00785833333332|0.4559916666666667|6 52 1.886|0 27 21.57|10.427|152.8889232846903
649|178|98 652|6.0|52.0|4.815|0.0|21.0|55.63|14.817|0.611|0.126|0.276|0.33899999999999997|0.618|2|1|0.0113|0.0297|0.0177|0.0453|0.024|0.0226|103.0200625|0.36545277777777774|6 52 4.815|0 21 55.63|14.540999999999999|152.90046232323667
650|177|98 650|6.0|52.0|4.5280000000000005|0.0|19.0|38.29|12.271|0.157|0.11|0.08|0.086|0.166|31|20|0.002|0.0014|0.0041|0.0016|0.0022|0.0027|103.01886666666668|0.3273027777777778|6 52 4.5280000000000005|0 19 38.29|12.191|152.91146387523855
651|175|98 646|6.0|52.0|2.281|0.0|21.0|15.97|15.839|1.06|1.426|0.583|0.504|1.09|1|1|||||||103.00950416666666|0.35443611111111106|6 52 2.281|0 21 15.97|15.255999999999998|152.91350552108176
652|179|98 653|6.0|52.0|4.954|0.0|18.0|18.26|9.538|-0.003|-0.102|0.01|0.009000000000000001|0.017|114|98|0.0007|0.0003|0.0008|0.0004|0.0005|0.0007|103.02064166666666|0.3050722222222222|6 52 4.954|0 18 18.26|9.527999999999999|152.91549074891577
653|173|98 642|6.0|51.0|59.018|0.0|21.0|31.71|15.29|0.5710000000000001|0.318|0.302|0.39299999999999996|0.6970000000000001|2|1|0.0191|0.0453|0.012|0.0198|0.0021|0.0177|102.99590833333332|0.3588083333333333|6 51 59.018|0 21 31.71|14.988|152.92551301091325
654|172|98 634|6.0|51.0|55.74100000000001|0.0|20.0|55.11|14.608|0.647|0.123|0.382|0.37200000000000005|0.757|2|1|0.0042|0.0049|0.0127|0.0113|0.0177|0.0064|102.98225416666664|0.3486416666666666|6 51 55.74100000000001|0 20 55.11|14.226|152.94132790312764
655|171|98 627|6.0|51.0|53.01|0.0|22.0|1.0|14.9|0.6890000000000001|0.078|0.428|0.387|0.8170000000000001|2|1|0.0064|0.017|0.0085|0.0007|0.0127|0.0127|102.970875|0.3669444444444444|6 51 53.01|0 22 1.0|14.472000000000001|152.94760071331638
656|170|98 626|6.0|51.0|52.394|0.0|20.0|43.28|14.758|1.406|1.067|0.8059999999999999|0.816|1.624|2|1|0.0071|0.0028|0.0438|0.0092|0.0205|0.0113|102.96830833333333|0.3453555555555555|6 51 52.394|0 20 43.28|13.952|152.95564940841874
657|169|98 624|6.0|51.0|51.798|0.0|20.0|16.03|13.811|0.7909999999999999|0.394|0.417|0.40399999999999997|0.8220000000000001|2|1|0.0141|0.024|0.0042|0.0014|0.0212|0.0198|102.96582499999998|0.3377861111111111|6 51 51.798|0 20 16.03|13.394|152.96000183726358
658|168|98 618|6.0|51.0|49.57899999999999|0.0|21.0|15.75|12.723|2.192|2.144|1.254|1.151|2.407|14|7|0.0051|0.0075|0.0307|0.0035|0.0032|0.0045|102.95657916666666|0.354375|6 51 49.57899999999999|0 21 15.75|11.469000000000001|152.9646547291886
659|167|98 614|6.0|51.0|48.63399999999999|0.0|20.0|32.52|15.674|1.063|0.399|0.8340000000000001|0.645|1.48|2|1|0.0424|0.0474|0.0311|0.0226|0.0368|0.058|102.95264166666664|0.34236666666666665|6 51 48.63399999999999|0 20 32.52|14.840000000000002|152.97155679799747
660|160|98 580|6.0|51.0|39.76|0.0|26.0|41.9|14.728|0.3670000000000001|0.303|0.241|0.305|0.547|4|2|0.0255|0.0185|0.0185|0.0125|0.046|0.0395|102.91566666666664|0.4449722222222222|6 51 39.76|0 26 41.9|14.487|152.9808454521677
